Requirement,Appropriate,Complete,Conforming,Correct,Feasible,Necessary,Singular,Unambiguous,Verifiable
"Kullanıcılar, web sitesine bağlantı yaptıktan sonra filmlerine 2 tıklamada erişebilmelidir.",1,1,1,1,1,1,1,1,1
"Gizli anketler, kullanıcıların %70'inin 2 hafta içinde akışlı ara haber ver film satın almayı rahat bulduğunu göstermelidir.",1,1,1,1,1,1,0,0,0
"Gizli %70'inin kullanıcıların anketler, 2 hafta göstermelidir. akışlı film satın almayı rahat bulduğunu içinde",1,1,1,1,1,1,0,0,0
"Gizli anketler, kullanıcıların %70'inin hafta içinde akışlı film satın rahat bulduğunu göstermelidir.",1,1,1,1,1,1,0,0,0
"Gizli anketler, kullanıcıların %95'inin bir etkinlik ay sonra ön ödemeli kartları sakla kullanmayı ve satın almayı rahat bulduğunu göstermelidir.",1,1,1,1,1,1,0,0,0
"Gizli anketler, kullanıcıların %95'inin bir ay satın ön ödemeli kartları sonra ve kullanmayı almayı rahat bulduğunu göstermelidir.",1,1,1,1,1,1,0,0,0
"anketler, kullanıcıların %95'inin bir ay sonra ön ödemeli kartları kullanmayı ve satın almayı rahat bulduğunu",1,1,1,1,1,1,0,0,0
"Ürün, müşteri satın alma tercihlerini ve bilgilerini saklamalıdır.",1,1,1,1,1,1,1,1,1
"Ürün, acemi kullanıcıların internet üzerinden film satın almasını ve izlemesini kolaylaştırmalıdır; belirlenmiş bir filmi 3 dakikada izleyebilmelidir.",1,1,1,1,1,1,1,1,1
Streaming sunucusu maksimum 700 filmi destekleyecektir; daha fazla film için yeni sunucular eklenebilir., 1,1,1,1,1,1,1,1,1
Sunucu maksimum 1.000 eşzamanlı kullanıcıyı destekleyecektir., 1,1,1,1,1,1,1,1,1
Web sitesi 100.000 müşteriyi destekleyebilecek kapasitede olmalıdır., 1,1,1,1,1,1,1,1,1
Ürünün en fazla bakım bütçesi içinde en kontrol et az 2 yıl çalışması beklenmelidir., 1,1,1,1,1,1,1,0,0
Ürünün en fazla az bütçesi içinde en bakım 2 yıl çalışması beklenmelidir., 1,1,1,1,1,1,1,0,0
Web sitesinin tüm özelliklerine bir web tarayıcısı üzerinden İnternet üzerinden erişilebilmelidir., 1,1,1,1,1,1,1,1,1
Mevcut web sitesini destekleyen aynı donanım yeni sistemi desteklemek için kullanılacaktır., 1,1,1,1,1,1,1,1,1
"Aşağıdaki tarayıcılarla kullanıcı arabirimi kurulabilmelidir: IE 5.X, 6.0, Netscape 6.x, 7.x, 8.x ve Firefox 1.0.", 1,1,1,1,1,1,1,1,1
"Web sitesi, kredi kartı işlemlerini işlemek için CyberSource API ile ekran kurmalıdır.", 1,1,1,1,1,1,1,1,1
Web görüntüle sitesi MSN TV2 ile tam olarak çalışır durumda olmalıdır., 1,0,1,1,1,1,1,0,0
sitesi Web MSN TV2 ile tam olarak çalışır durumda olmalıdır., 1,0,1,1,1,1,1,0,0
Web MSN TV2 ile tam olarak çalışır durumda olmalıdır., 1,0,1,1,1,1,1,0,0
Filmler Windows Media Player 9.0 üzerinden kodlanmalı ve akış (stream) yapılmalıdır., 1,1,1,1,1,1,1,1,1
Filmler 56k ve 256k hızındaki akışlar için kodlanmalıdır., 1,1,1,1,1,1,1,1,1
Web sitesine yapılacak promosyon güncellemeleri bir gün içinde tamamlanmalıdır., 1,1,1,1,1,1,1,1,1
"Izogn yöneticisi, web sitesindeki kategori listelerini 2 dakika içinde güncelleyebilmelidir.", 1,1,1,1,1,1,1,1,1
"Izogn yöneticisi, web sitesine yeni ürünleri 2 dakika içinde ekleyebilmelidir.", 1,1,1,1,1,1,1,1,1
"yazılım, müşterilere destek sağlamak için 24 saat hizmet veren 800 numaralı ücretsiz bir hattı sunacaktır.", 1,1,1,1,1,1,1,1,1
"Web sitesi, yaygın sorunlara yanıt ve çözümler içeren bir yardım bölümü sunacaktır.", 1,1,1,1,1,1,1,1,1
"Velkat personeli, Pazartesi-Cuma 07:00–19:00 saatleri arasında Izogn yöneticilerine teknik destek sağlamak için telefon desteği sunacaktır.", 1,1,1,1,1,1,1,1,1
"Ürün, belirtilen ortamda 1 iş günü içinde kurulabilmelidir.", 1,1,1,1,1,1,1,1,1
Sadece kayıtlı müşteriler streaming filmleri satın alabilir., 1,1,1,1,1,1,1,1,1
Bir müşteri yalnızca filmi satın aldıysa ve 2 günlük izleme süresi içindeyse streaming yapabili., 1,1,1,1,1,1,1,1,1
Sadece yetkili personel müşteri kayıtlarına erişebilir., 1,1,1,1,1,1,1,1,1
Sadece yöneticiler ön ödemeli kartı aktifleştirebilir., 1,1,1,1,1,1,1,1,1
Sadece yetkili personel satış bilgilerine erişebilir., 1,1,1,1,1,1,1,1,1
"Web sitesi, yanlış kayıt girildiğinde verilerini bozulmaktan koruyacaktır.", 1,1,1,1,1,1,1,1,1
"Web sitesi, kasıtlı kötüye kullanımı engelleyecek ve tüm olaylarda yöneticiyi bilgilendirecektir.", 1,1,1,1,1,1,1,1,1
bilgi bütünlüğü betikleri haftalık olarak çalıştırılacak ve veritabanının bütünlüğü doğrulanacaktır., 1,1,1,1,1,1,1,1,1
"Web sitesi, kullanıcıdan kayıt toplarken bilgileri nasıl kullanacağını tüm sayfalarda erişilebilir Gizlilik Politikası ile bildirecektir.", 1,1,1,1,1,1,1,1,1
"yazılım, kullanıcıları bilgi politikasındaki değişiklikler hakkında bilgilendirecektir.", 1,1,1,1,1,1,1,1,1
"platform, özel bilgileri yalnızca organizasyonun bilgi politikasına uygun olarak açıklayacaktır.", 1,1,1,1,1,1,1,1,1
Tüm müşteri bilgileri yalnızca yetkili personelin erişebileceği güvenli bir veritabanında saklanacaktır., 1,1,1,1,1,1,1,1,1
Tüm kredi kartı bilgileri veritabanında şifrelenmiş olarak saklanacaktır., 1,1,1,1,1,1,1,1,1
Streaming sunucusunda kötü amaçlı virüsleri önlemek için anti-virüs yazılımı bulunacaktır, 1,1,1,1,1,1,1,1,1
"hesapla Web sitesi, Nijerya’daki tüm kabilelere hitap etmelidir", 1,1,1,0,1,1,1,0,0
"etmelidir sitesi, Nijerya’daki tüm kabilelere hitap Web", 1,1,1,0,1,1,1,0,0
"Web sitesi, tüm kabilelere hitap", 1,1,1,0,1,1,1,0,0
"Web sitesi, Nijerya’daki tüm doğrula kabilelere hitap etmelidir", 1,1,1,0,1,1,1,0,0
"Web hitap Nijerya’daki tüm kabilelere sitesi, etmelidir", 1,1,1,0,1,1,1,0,0
Web Nijerya’daki tüm hitap etmelidir, 1,1,1,0,1,1,1,0,0
Web sitesi dini veya etnik gruplara karşı saldırgan olmamalıdır, 1,1,1,1,1,1,1,1,1
"Web sitesi yalnızca Nijeryalılar değil, tüm Afrikalılara hitap iletişim etmelidir", 1,1,1,0,1,1,1,0,0
"Web sitesi yalnızca Nijeryalılar değil, tüm Afrikalılara etmelidir hitap", 1,1,1,0,1,1,1,0,0
"Web sitesi Nijeryalılar değil, tüm Afrikalılara hitap etmelidir", 1,1,1,0,1,1,1,0,0
"kaydet Web sitesi yalnızca Nijeryalılar değil, tüm Afrikalılara hitap etmelidir", 1,1,1,0,1,1,1,0,0
"yalnızca sitesi Web Nijeryalılar değil, tüm Afrikalılara hitap etmelidir", 1,1,1,0,1,1,1,0,0
"Web sitesi yalnızca değil, tüm hitap etmelidir", 1,1,1,0,1,1,1,0,0
"Web sitesi, ana sayfada animasyon sağlamak için Flash kullanmalıdır", 1,1,1,1,1,1,1,1,1
"IzognMovies, Afrika filmlerini yayınlamak için ilgili kuruluşlar tarafından belirlenen lisanslama gerekliliklerini karşılamalıdır", 1,1,1,1,1,1,1,1,1
Web sitesi W3C standartlarına uygun olacaktır, 1,1,1,1,1,1,1,1,1
PHP kodu PEAR standartlarına uygun olacaktır, 1,1,1,1,1,1,1,1,1
"Web sitesi müşterilerin filmleri başlık, oyuncu veya yönetmen bilgisine göre aramasına onay verecektir", 1,1,1,1,1,1,1,1,1
"Film detaylarını görüntülerken web sitesi, yöneticinin girdiği filmin açıklamasını, oyuncularını ve yönetmenini gösterecektir", 1,1,1,1,1,1,1,1,1
"Web sitesi, bir kullanıcıya film akışı izleme izni vermeden önce kredi kartı ödemesini talep edecek ve yetkilendirecektir", 1,1,1,1,1,1,1,1,1
"Satın alınan film, satın alma tarihinden itibaren 2 gün boyunca Windows Media Player üzerinden izlenebilecektir", 1,1,1,1,1,1,1,1,1
"Web sitesi, müşterilerin filmleri izogn yöneticisi tarafından girilen kategorilere göre gezmesine yetki verecektir", 1,1,1,1,1,1,1,1,1
"Web sitesi, müşterilerin seçilen filmlere diğer müşteriler tarafından yapılan yorumları görüntülemesine ruhsat verecektir", 1,1,1,1,1,1,1,1,1
"Web sitesi, müşterilerin seçilen film için kendi yorumlarını eklemesine yetki verecektir", 1,1,1,1,1,1,1,1,1
"Web sitesi, izogn yöneticisinin müşteriler tarafından gönderilen bir yorumu onaylamasına yetki verecektir", 1,1,1,1,1,1,1,1,1
"Sistem, müşterilerin bir film için ön ödemeli kartla ödeme yapmasına ruhsat verecektir", 1,1,1,1,1,1,1,1,1
"Web sitesi, müşterilerin $5, $10 veya $20 değerinde ön ödemeli kartları kredi kartı veya posta ile ödeme seçeneğiyle satın almasına onay verecektir", 1,1,1,1,1,1,1,1,1
"platform, web sitesinin ana sayfasını her Cuma otomatik olarak güncelleyecek ve eklenen 4 en son filmi gösterecektir", 1,1,1,1,1,1,1,1,1
"uygulama, kullanıcıların web sitesindeki “Hesabım” bölümü üzerinden fatura ve iletişim bilgilerini güncellemesine ruhsat verecektir", 1,1,1,1,1,1,1,1,1
Ön ödemeli kartlar e-posta veya basılı kart yoluyla dağıtılacaktır, 1,1,1,1,1,1,1,1,1
Sadece kayıtlı müşteriler streaming filmleri satın alabilir, 1,1,1,1,1,1,1,1,1
"Müşteri bir filmi satın aldıysa ve 2 günlük izleme süresi içindeyse, film akışı yapılabilir", 1,1,1,1,1,1,1,1,1
"Web sitesi, Izogn Yöneticisi tarafından belirlenen çeşitli parametrelerle ücretsiz deneme sürelerini destekleyebilmelidir", 1,1,1,1,1,1,1,1,1
Tüm streaming film satışları veritabanında kaydedilecek ve yönetici tarafından erişilebilir olacaktır, 1,1,1,1,1,1,1,1,1
"Tüm kayıtlı müşteri bilgileri, müşteri hesabını iptal etse bile veritabanında saklanacak ve korunacaktır", 1,1,1,1,1,1,1,1,1
Günlük kullanım istatistikleri kaydedilecek ve yönetici tarafından erişilebilir olacaktır, 1,1,1,1,1,1,1,1,1
"Sahip, tüm streaming filmlere düzen ücretsiz erişime sahip olacaktır", 1,1,1,1,1,1,1,0,1
"Sahip, streaming tüm filmlere ücretsiz erişime sahip olacaktır", 1,1,1,1,1,1,1,0,1
"denetle Toplam lead döngü süresi, iş saatlerinde (%90 lead hacmi veri için 8AM-8PM CST) sakla 5 dakika, iş dışı saatlerde (%99 lead hacmi için) 3 dakika içinde tamamlanmalıdır", 1,1,1,1,1,1,1,0,1
"Toplam lead döngü süresi, iş saatlerinde (%90 lead 3 için 8AM-8PM CST) 5 hacmi iş dışı lead (%99 saatlerde hacmi için) dakika, dakika içinde tamamlanmalıdır", 1,1,1,1,1,1,1,0,1
"Hiçbir lead değerlendirmesi, işlenen tüm leadlerin %97’si için 25 saniyeden uzun sun sürmeyecektir", 1,1,1,1,1,1,1,0,1
"Hiçbir lead değerlendirmesi, işlenen tüm leadlerin %97’si saniyeden 25 için uzun sürmeyecektir", 1,1,1,1,1,1,1,0,1
25 saniyeden uzun süren leadler için uygulama olayı ve süreyi kaydedecektir, 1,1,1,1,1,1,1,1,1
"Süreç, bir leadin toplam yaşam döngüsünde 3 dakika içinde atanacağı Auto Rep rapor durdur Assignment işleminde belirtilen işlem süresi koşullarına uymalıdır", 1,1,1,1,1,1,1,0,1
"Süreç, bir leadin işlem yaşam döngüsünde 3 dakika içinde atanacağı toplam Rep Assignment işleminde belirtilen Auto süresi koşullarına uymalıdır", 1,1,1,1,1,1,1,0,1
"Lead yıkama süreci, belirlenen fiziksel web servis yapısı içinde çalışacaktır", 1,1,1,1,1,1,1,1,1
"Yıkama süreci, lead verilerini alırken ve işlerken bağlayıcı olmayan nötr bir içerik formatı (ör. XML) kullanmalıdır", 1,1,1,1,1,1,1,1,1
"istisna raporları, teknik birimler için 7/24 erişilebilir olacaktır", 1,1,1,1,1,1,1,0,1
"Hata raporları, teknik birimler için doğrulama 7/24 erişilebilir olacaktır", 1,1,1,1,1,1,1,0,1
"Hata raporları, teknik birimler olacaktır 7/24 erişilebilir için", 1,1,1,1,1,1,1,0,1
"Yıkama parametreleri, planlı bakım saatlerinde güncellenecektir", 1,1,1,1,1,1,1,1,1
Satıcı geçersiz leadi doğrulayacaktır, 1,1,1,1,1,1,1,1,1
"Satıcı, kurumsal faturalama sistemine uygulanacak bir kredi doğrulama kaydı gönderecektir", 1,1,1,1,1,1,1,1,1
"Bir lead yüksek skora sahipse, platform lead verilerini ve skorunu kurumsal sisteme sağlayacaktır", 1,1,1,1,1,1,1,1,1
"Lead yıkama işlevi, web servisi tarafından alınan tüm leadleri geçerli kayıt açısından doğrulayacaktır", 1,1,1,1,1,1,1,1,1
"Lead yıkama işlevi, web servisi tarafından yakalanan tüm leadleri sisteme ekleyecektir", 1,1,1,1,1,1,1,1,1
"Lead skoru yüksek ortalama aralığında ise, sorgula işlevi tarafından işlenecektir", 1,1,1,1,1,1,1,0,1
"Lead skoru yüksek ortalama kullanıcı arabirimi aralığında ise, ARA işlevi tarafından işlenecektir", 1,1,1,1,1,1,1,0,1
"Lead skoru yüksek ortalama aralığında ARA ise, işlevi tarafından işlenecektir", 1,1,1,1,1,1,1,0,1
"Lead skoru orta ortalama aralığında ise, eleads sistemi üzerinden bir veri Koordinatörü tarafından manuel doğrulama için ayarlanacaktır", 1,1,1,1,1,1,1,0,1
"Lead skoru program orta ortalama aralığında ise, eleads sistemi üzerinden bir Kayıt Koordinatörü tarafından manuel doğrulama için kısıt ayarlanacaktır", 1,1,1,1,1,1,1,0,1
"Lead üzerinden orta ortalama aralığında ise, bir sistemi skoru eleads Kayıt Koordinatörü tarafından manuel doğrulama için ayarlanacaktır", 1,1,1,1,1,1,1,0,1
"Lead skoru düşük ortalama aralığında ise, sağlayan satıcıya iade aktive et edilecektir", 1,1,1,1,1,1,1,0,1
"Lead skoru düşük sağlayan aralığında ise, ortalama satıcıya iade edilecektir", 1,1,1,1,1,1,1,0,1
"Lead yıkama işlevi, hem iletişim hem akademik skor bilgilerini toplam skor için derleyecektir", 1,1,1,1,1,1,1,1,1
"Lead yıkama işlevi, leadin bir kısmını puanlamak için kurumsal ve okul tarafından sağlanan parametreleri kullanacaktır", 1,1,1,1,1,1,1,1,1
"Lead yıkama işlevi, sağlayıcıya iade edilen lead verilerini ve reddedilme nedenini döndürecektir", 1,1,1,1,1,1,1,1,1
"Lead yıkama işlevi, lead içerik parametrelerinin yönetilebileceği bir arayüze sahip olacaktır", 1,1,1,1,1,1,1,1,1
"Lead yıkama işlevi, kullanıcıların parametre güncellemeleri yapma yetkilerini ve kimlik doğrulamasını doğrulayacaktır", 1,1,1,1,1,1,1,1,1
"Lead yıkama işlevi, kurumsal sistemden döndürülen potansiyel lead tekrarlarını saklayacaktır", 1,1,1,1,1,1,1,1,1
"Lead kurumsal sisteme gönderilmeden önce, lead bir kabul temsilcisine atanacaktır", 1,1,1,1,1,1,1,1,1
"Lead performans yıkama işlevi, kurumsal sistemden mevcut temsilcilerin periyodik listesini alacaktır", 1,1,1,1,1,1,1,0,1
"Lead alacaktır işlevi, kurumsal sistemden mevcut temsilcilerin periyodik listesini yıkama", 1,1,1,1,1,1,1,0,1
"Ürün, denizde kayıt gemilerin görünümünü simüle edecektir", 1,1,0,1,1,1,1,0,0
"gemilerin denizde Ürün, görünümünü simüle edecektir", 1,1,0,1,1,1,1,0,0
"Ürün, denizde gemilerin görünümünü edecektir", 1,1,0,1,1,1,1,0,0
"Ürün, periskop görünümü ile kişi bir daire içinde ızgaraları gösterecektir", 1,1,0,1,1,1,1,0,0
"Ürün, periskop görünümü ile bir içinde daire ızgaraları gösterecektir", 1,1,0,1,1,1,1,0,0
"Ürün, periskop görünümü ile bir daire ızgaraları gösterecektir", 1,1,0,1,1,1,1,0,0
"Ürün, her gemi türünü, o gemi türünün doküman resmi ile ızgarada gösterecektir", 1,1,0,1,1,1,1,0,0
"Ürün, her gemi resmi o gemi türünün türünü, ile ızgarada gösterecektir", 1,1,0,1,1,1,1,0,0
"Ürün, her gemi türünü, o gemi türünün ile ızgarada gösterecektir", 1,1,0,1,1,1,1,0,0
"Saldırgan oyuncu ateş ettiğinde, ürün denizde gemi sesini simüle edecektir sürat", 1,1,0,1,1,1,1,0,0
"Saldırgan oyuncu ateş ettiğinde, gemi denizde ürün sesini simüle edecektir", 1,1,0,1,1,1,1,0,0
"Ateş çıkar kaçırıldığında, ürün hedefi ıskalama sesini simüle edecektir", 1,1,0,1,1,1,1,0,0
"Ateş ürün kaçırıldığında, hedefi ıskalama sesini simüle edecektir", 1,1,0,1,1,1,1,0,0
"kaçırıldığında, ürün hedefi ıskalama sesini simüle edecektir", 1,1,0,1,1,1,1,0,0
"Ateş isabet erişim ettiğinde, ürün hedefe çarpma sesini simüle edecektir", 1,1,0,1,1,1,1,0,0
"hedefe isabet ettiğinde, ürün Ateş çarpma sesini simüle edecektir", 1,1,0,1,1,1,1,0,0
"Ateş isabet ettiğinde, ürün çarpma sesini edecektir", 1,1,0,1,1,1,1,0,0
"Bir gemi battığında, ürün iptal et batma sesini simüle edecektir", 1,1,0,1,1,1,1,0,0
"Bir ürün battığında, gemi batma sesini simüle edecektir", 1,1,0,1,1,1,1,0,0
"Ürün, günde 24 saat, haftada 7 gün erişilebilir olacaktır", 1,1,1,1,1,1,1,1,1
"Ürün, eşzamanlı olarak çok sayıda oyunu destekleyebilecektir", 1,1,1,1,1,1,1,1,1
"Yanıt süresi, oyunun akışını koruyacak kadar hızlı olmalıdır; yanıt süresi %95 için 2 saniyeyi, kalan %5 için 4 saniyeyi geçmeyecektir", 1,1,1,1,1,1,1,1,1
"Ürün, oyuncuların kimliğini koruyacaktır; oyuncular başka bir oyuncunun kimliğini açığa çıkaracak bilgiye erişemeyecektir", 1,1,1,1,1,1,1,1,1
"Ürün, sezgisel ve kendini açıklayan olmalıdır; 10 kullanıcıdan 9’u herhangi bir eğitim olmadan oyunu tamamlayabilmelidir", 1,1,1,1,1,1,1,1,1
"Ürün, İngilizce, İspanyolca ve Fransızca bilen oyuncular için erişilebilir olmalıdır; çalışan ürüne erişirken dili seçebilmelidir", 1,1,1,1,1,1,1,1,1
"Ürün, oyuncuların başka bir oyuncunun kimliğini açığa çıkaracak bilgiye erişmesini engelleyecektir", 1,1,1,1,1,1,1,1,1
"Ürün, oyuncu listesini tutacaktır", 1,1,1,1,1,1,1,1,1
"Ürün, kullanıcının kendini oyuncu olarak tanımlamasına yetki verecektir", 1,1,1,1,1,1,1,1,1
"Bir oyun başlatıldığında, ürün oyuna atanan oyuncuları oyuncu listesinden seçilemez hâle getirecektir", 1,1,1,1,1,1,1,1,1
"Ürün, kullanıcının istediği vakit kendini oyuncu listesinden çıkarmasına izin verecektir", 1,1,1,1,1,1,1,1,1
"Ürün, aktif olmayan oyuncuları oyuncu listesinden seçilemez hâle getirecektir", 1,1,1,1,1,1,1,1,1
"Ürün, 24 saat boyunca aktif olmayan oyuncuları oyuncu listesinden kaldıracaktır", 1,1,1,1,1,1,1,1,1
"Ürün, bir oyuncunun, listeden başka bir mevcut oyuncuyu seçerek oyunu başlatmasına yetki verecektir", 1,1,1,1,1,1,1,1,1
"Oyun başlatıldığında, ürün her oyuncuya bir savunma ızgarası gösterecektir sun", 1,1,0,1,1,1,1,0,0
"Oyun bir ürün her oyuncuya başlatıldığında, savunma ızgarası gösterecektir", 1,1,0,1,1,1,1,0,0
"Oyun başlatıldığında, ürün her oyuncuya bir ızgarası gösterecektir", 1,1,0,1,1,1,1,0,0
"Ürün, bir oyuncunun diğer oyuncunun saldırı veya savunma ızgaralarını görmesini engelleyecektir", 1,1,1,1,1,1,1,1,1
"Oyun başlatıldığında, ürün her oyuncunun 5 gemisini kendi savunma ızgarasına yerleştirmesine onay verecektir", 1,1,1,1,1,1,1,1,1
"Ürün, bir oyuncunun gemilerini ızgarada yatay olarak yerleştirmesine onay verecektir", 1,1,1,1,1,1,1,1,1
"Ürün, bir oyuncunun gemilerini ızgarada dikey olarak yerleştirmesine onay verecektir", 1,1,1,1,1,1,1,1,1
"Ürün, bir oyuncunun gemilerini ızgarada çapraz olarak yerleştirmesine ruhsat verecektir", 1,1,1,0,1,1,1,0,0
"Ürün, bir oyuncunun gemilerini ızgarada çapraz olarak koru yerleştirmesine izin verecektir", 1,1,1,0,1,1,1,0,0
"Ürün, bir oyuncunun gemilerini ızgarada izin olarak yerleştirmesine çapraz verecektir", 1,1,1,0,1,1,1,0,0
"Ürün, oyuncunun gemilerini ızgarada çapraz olarak izin verecektir", 1,1,1,0,1,1,1,0,0
"Ürün, bir oyuncunun gemilerini ızgarada çapraz olarak yerleştirmesine onay verecektir", 1,1,1,0,1,1,1,0,0
"Ürün, bir oyuncunun gemilerini ızgarada çapraz olarak yerleştirmesine izin verecektir sun", 1,1,1,0,1,1,1,0,0
"verecektir bir oyuncunun gemilerini ızgarada çapraz olarak yerleştirmesine izin Ürün,", 1,1,1,0,1,1,1,0,0
"Ürün, bir oyuncunun ızgarasında gemilerin üst üste gelmesini engelleyecektir", 1,1,1,1,1,1,1,1,1
"Her iki oyuncu da 5 gemisini savunma ızgarasına yerleştirdiğinde, ürün her oyuncunun ilk tur durumunu belirleyecektir", 1,1,1,1,1,1,1,1,1
"Her turda, ürün bir oyuncuyu saldırı durumunda, bir oyuncuyu savunma durumunda olarak belirleyecektir", 1,1,1,1,1,1,1,1,1
"Ürün, her oyuncunun tur boyunca durumunu (saldırı veya savunma) koruyacaktır", 1,1,1,1,1,1,1,1,1
"Her turun başında, ürün her oyuncuya durumunu bildirecektir", 1,1,1,1,1,1,1,1,1
"Her tur için, ürün saldırı oyuncusunun bir atış tanımlamasına ruhsat verecektir", 1,1,1,1,1,1,1,1,1
"Her atış için, ürün savunma oyuncusunun ızgarasını inceleyerek atışın isabet veya kaçırma olduğunu belirleyecektir", 1,1,1,1,1,1,1,1,1
"Her atış için, ürün oyunculara atışın isabet veya kaçırma olduğunu bildirecektir", 1,1,1,1,1,1,1,1,1
"Her atış için, ürün savunma oyuncusunun ızgarasında atışı isabet veya kaçırma olarak işaretleyecektir", 1,1,1,1,1,1,1,1,1
"Her atış için, ürün saldırı oyuncusunun ızgarasında atışı isabet veya kaçırma olarak işaretleyecektir", 1,1,1,1,1,1,1,1,1
"Atış bir gemiyi batırırsa, ürün oyunculara geminin battığını bildirecektir", 1,1,1,1,1,1,1,1,1
"Atış bir gemiyi batırırsa, ürün savunma oyuncusunun ızgarasında gemiyi batık olarak işaretleyecektir", 1,1,1,1,1,1,1,1,1
"Atış bir gemiyi batırırsa, ürün savunma oyuncusunun ızgarasında aktar batırılan geminin türünü gösterecektir",1,1,0,1,1,1,1,0,0
"Atış bir gemiyi ızgarasında ürün savunma oyuncusunun batırırsa, batırılan geminin türünü gösterecektir",1,1,0,1,1,1,1,0,0
"Atış bir gemiyi batırırsa, ürün oyuncusunun ızgarasında batırılan geminin türünü gösterecektir",1,1,0,1,1,1,1,0,0
"Atış bir gemiyi batırırsa, ürün saldırı oyuncusunun ızgarasında gemiyi batık olarak işaretleyecektir",1,1,1,1,1,1,1,1,1
"Atış isabet olarak işaretlendiyse, ürün saldırı oyuncusunun bir sonraki atışı tanımlamasına ruhsat verecektir",1,1,1,1,1,1,1,1,1
"Atış kaçırılmışsa, ürün saldırı oyuncusunun durumunu savunma olarak değiştirecektir",1,1,1,1,1,1,1,1,1
"Atış kaçırılmışsa, ürün savunma oyuncusunun durumunu saldırı olarak değiştirecektir",1,1,1,1,1,1,1,1,1
"Ürün, oyun bitene kadar sıra atamalarına devam edecektir",1,1,1,1,1,1,1,1,1
"Ürün, saldırı oyuncusunun bir atışı ile savunma oyuncusunun son gemisi batarsa oyunu sonlandıracaktır",1,1,1,1,1,1,1,1,1
"Ürün, oyuncuların istediği süre oyunu sonlandırmasına izin verecektir",1,1,1,1,1,1,1,1,1
"Oyun sona erdiğinde, ürün oyunculara oyunun bittiğini bildirecektir",1,1,1,1,1,1,1,1,1
"Oyun sona erdiğinde mesaj, oyunun neden bittiğini (ör. bir oyuncu kazandı veya bir oyuncu oyunu sonlandırdı) içerecektir",1,1,1,1,1,1,1,1,1
"Oyun sona erdiğinde, ürün her oyuncunun kendini oyuncu listesinde mevcut olarak tanımlamasına yetki verecektir",1,1,1,1,1,1,1,1,1
"Oyun sona erdiğinde, ürün her oyuncunun kendini oyuncu listesinden çıkarmasına onay verecektir",1,1,1,1,1,1,1,1,1
"yazılım, arayanlar ve süpervizörler tarafından kolay kullanılabilir olmalıdır; tüm görevler 2 dakika içinde tamamlanabilmelidir",1,1,1,1,1,1,1,1,1
"platform, arayanlar ve süpervizörler tarafından kolay öğrenilebilir olmalıdır; 10 dakika içinde sistemin kullanımı öğrenilmelidir",1,1,1,1,1,1,1,1,1
"yazılım yanıt verebilir olmalıdır; DePaul TeleServices Merkezinde süpervizör arayanın programını görüntülerken yanıt süresi %90 için 2 saniyeyi, kalan %10 için 5 saniyeyi geçmemelidir",1,1,1,1,1,1,1,1,1
56k bağlantıda tüm işlemler için yazılım yanıt süresi %90 için 6 saniyeyi geçmemelidir,1,1,1,1,1,1,1,1,1
112k veya daha hızlı bağlantıda tüm işlemler için platform yanıt süresi %90 için 3 saniyeyi geçmemelidir,1,1,1,1,1,1,1,1,1
"yazılım, yılın her günü yüksek erişilebilirliğe sahip olmalıdır; 12:00AM-6:00PM arası kullanılabilir olmalıdır",1,1,1,1,1,1,1,1,1
"uygulama, yılın her günü 7:00AM-11:59PM arası kullanılabilir olmalıdır",1,1,1,1,1,1,1,1,1
"Ürün, tarayıcıdan bağımsız çalışmalıdır; Internet Explorer ve Netscape Navigator üzerinde çalışabilmelidir",1,1,1,1,1,1,1,1,1
"uygulama, yalnızca süpervizörlerin boş zamanları ilan edebileceğini sağlamalıdır",1,1,1,1,1,1,1,1,1
Ürün yalnızca süpervizörlerin arayanın programını girebilmesini sağlamalıdır; süpervizörler boş periyot ilanlarına erişebilmelidir,1,1,1,1,1,1,1,1,1
Ürün yalnızca süpervizörlerin tüm arayanların programlarını görüntüleyebilmesini sağlamalıdır; süpervizörler boş vakit ilanlarına erişebilmelidir,1,1,1,1,1,1,1,1,1
panel basit görünüme sahip olmalıdır; panel ve kullanılabilirlik anketinde %90 beta testçisi arayüzün yeterince basit olduğunu bildirmelidir,1,1,1,1,1,1,1,1,1
"panel, arayanlar ve süpervizörler için çekici olmalıdır; kullanıcı arabirimi ve kullanılabilirlik anketinde %80 beta testçisi arayüzü çekici bulmalıdır",1,1,1,1,1,1,1,1,1
"Ürün GUI tabanlı İzleme Hizmetleri sağlamalıdır; platform yöneticileri bildirim alışverişini izleyebilmeli, sorunları tahmin edip belirleyebilmeli ve iç/dış destek sağlayabilmelidir",1,1,1,1,1,1,1,0,1
"Ürün GUI tabanlı İzleme Hizmetleri hata sağlamalıdır; sistem yöneticileri mesaj alışverişini izleyebilmeli, sorunları tahmin arıza edip belirleyebilmeli ve iç/dış destek sağlayabilmelidir",1,1,1,1,1,1,1,0,1
"Hizmetleri GUI tabanlı İzleme Ürün sağlamalıdır; tahmin yöneticileri mesaj alışverişini izleyebilmeli, sorunları sistem edip belirleyebilmeli ve iç/dış destek sağlayabilmelidir",1,1,1,1,1,1,1,0,1
