Requirement,Appropriate,Complete,Conforming,Correct,Feasible,Necessary,Singular,Unambiguous,Verifiable
"Kullanıcı erişimi rollerine verilen izinlerle sınırlandırılmalıdır. PCG hiyerarşisindeki her seviyeye bir rol atanacak ve kullanıcılar bu rollere atanacaktır. RFS sistemi içindeki işlevselliğe erişim role atanan ayrıcalıklara/izinlere bağlıdır",1,1,1,1,1,1,0,1,0
"Ürün ENET Securities'in intranet sayfa standartlarına ve gereksinimlerine uymalıdır. Ürün görünümünün %95'i uygulamadan önce Mimarlık grubu tarafından onaylanacaktır. Kalan %5'i ürün sürümünden sonraki bir ay içinde düzeltilecek ve onaylanacaktır",1,1,1,1,1,1,0,1,1
"İntranet sayfaları 800x600 ve daha yüksek tüm çözünürlüklerde uygun şekilde görüntülenmelidir. Tüm sayfaların görüntüsü uygulamadan önce çözünürlüklerin %95'inde doğru olacaktır. Kalan %5'i yanlış görüntü bildiriminden sonraki bir hafta içinde düzeltilecektir",1,1,1,1,1,1,0,1,1
"Kullanıcılar bütçelerini tamamlama için belirlenen süre içinde başarıyla tamamlamak için sistemi kolayca kullanabilmelidir. Ürün uygulamasından önce bir haftalık eğitimle kullanıcıların %98'i bütçelerini belirlenen süre içinde tamamlamalıdır",1,1,1,1,1,1,0,1,1
"Ürün arayüzü hızlı olmalıdır. Ürün arayüzünün yanıt süresi zamanın %90'ında 2 saniyeyi geçmemelidir. Zamanın %10'u için yanıt süresi 10 saniyeden fazla olmamalıdır",1,1,1,1,1,1,0,1,1
"Sistem etkilenen taraflara bilgi iletmek için birincil araç olarak saklanan e-posta adreslerini kullanacaktır",1,1,1,1,1,1,1,1,0
"Sistem öğrencilere yaklaşan sunulan sınıfları (zaman çizelgesi) ve programlarının ne olacağını bildirmek dahil ancak bununla sınırlı olmamak üzere rutin iletişim amaçları için etkilenen tarafları bilgilendirecektir",1,1,1,1,1,1,1,1,0
"Sistem klinik bölüm kapasite değişiklikleri ve klinik bölüm iptalleri dahil ancak bununla sınırlı olmamak üzere klinikleri etkileyen değişiklikler meydana geldiğinde etkilenen tarafları bilgilendirecektir",1,1,1,1,1,1,1,1,0
"Sistem sınıf iptalleri sınıf bölümü detay değişiklikleri ve belirli bir çeyrek için sınıf tekliflerindeki değişiklikler dahil ancak bununla sınırlı olmamak üzere sınıfları etkileyen değişiklikler meydana geldiğinde etkilenen tarafları bilgilendirecektir",1,1,1,1,1,1,1,1,0
"Uygulamanın özelliği verilen adresler için optimize edilmiş rota sağlamalıdır",1,1,1,1,1,1,1,1,0
"Bu özellik kullanıcıya verilen adresler için optimize edilmiş bir rota seçmesini ve istenen konumlar arasında herhangi bir yolu sabitlemeyi sağlar",1,1,1,1,1,1,1,1,0
"Hızlı internet bağlantısı zorunlu değildir ancak uygulamanın performansını artırır",1,1,1,1,1,1,1,1,0
"Her kullanıcı isteğinden sonra yeni haritaların yüklenmesi gerekir",1,1,1,1,1,1,1,1,0
"Bu uygulama için Google Maps API kullanıldığından Google tarafından belirlenen kullanım şartlarına uymamız zorunludur",1,1,1,1,1,1,1,1,0
"Uygulamayı iTunes veya App store'dan yükledikten sonra kullanıcıdan giriş yapması istenecektir",1,1,1,1,1,1,1,1,0
"Başarılı girişten sonra kullanıcı şu katalog seçeneklerinden birini seçebilir: İlkbahar 2013 Kış 2013",1,1,1,1,1,1,1,1,0
"Seçime göre ürün kategorileri listelenecektir: Dış Giyim Soft Shell Polar Örme Dokuma Aktif Giyim Güvenlik Aksesuarlar Takım Giyim e.c.o. Koleksiyonu",1,1,1,1,1,1,1,1,0
"Bir kategori seçildiğinde seçim için ürün küçük resim görüntüleri görünecektir",1,1,1,1,1,1,1,1,0
"Kullanıcı daha sonra ürünü seçebilir ve detayları görüntüleyebilir",1,1,1,1,1,1,1,1,0
"Detay sayfası web sitesiyle aynı özellikleri ve bilgileri içerecektir",1,1,1,1,1,1,1,1,0
"Buradan kullanıcı sipariş için bir temsilciyi aramaya veya çevrimiçi ödeme işlemine devam edebilir",1,1,1,1,1,1,1,1,0
"Başarılı girişten sonra kullanıcı katalog seçeneklerinden birini seçebilir veya uygulamanın sağ üst köşesindeki arama simgesi ile belirtilen arama işlevini kullanabilir",1,1,1,1,1,1,1,1,0
"Simge seçildiğinde kullanıcının ürün adını ürün kimliği/SKU veya anahtar kelimeye göre araması için iki açık metin alanı kullanılabilir olacaktır",1,1,1,1,1,1,1,1,0
"Başarılı bir sorguyu takiben arama özelliği arama sonuçlarını görüntülemek için uygulama veritabanını sorgulayacaktır. Başarısız bir sorguyu takiben arama özelliği eşleşme bulunamadığına dair bir hata mesajı görüntüleyecektir",1,1,1,1,1,1,0,1,0
"Kullanıcı sonuçlardan istenen ürünü seçebilir ve ürün detaylarına devam edebilir",1,1,1,1,1,1,1,1,0
"Buradan kullanıcı sipariş için bir temsilciyi aramaya veya çevrimiçi ödeme işlemine devam edebilir",1,1,1,1,1,1,1,1,0
"Başarılı girişten sonra kullanıcı katalog seçeneklerinden birini seçebilir aramayı kullanabilir veya şu öğeleri bulmak için alt gezinmeyi kullanabilir: Katalog Videolar Bize Ulaşın",1,1,1,1,1,1,1,1,0
"Kullanıcı katalog PDF'sini indirmeyi seçerse mobil cihazında görüntülenecektir",1,1,1,1,1,1,1,1,0
"Kullanıcı videoları seçerse 360 video listesi görüntülenecektir. Bir video seçildiğinde cihazında oynatılacaktır",1,1,1,1,1,1,0,1,0
"Tüm kullanıcılar mobil cihazlardaki standart hareketleri kullanarak görüntüleri yakınlaştırabilmelidir",1,1,1,1,1,1,1,1,0
"Tüm Kullanıcılar soldan sağa kaydırarak bir sonraki ürünü görüntüleyebilecektir",1,1,1,1,1,1,1,1,0
"Tüm kullanıcılar üst köşedeki geri düğmesi aracılığıyla ürün kategori sayfasına geri dönebilmelidir",1,1,1,1,1,1,1,1,0
"Tüm kullanıcılar anahtar kelime veya ürün kimliğine göre arama yapabilmelidir",1,1,1,1,1,1,1,1,0
"Tüm kullanıcılar Katalog PDF'sine 360 videolara erişmek ve bir temsilci ile iletişime geçmek için alt gezinme simgelerini kullanarak gezinebilmelidir",1,1,1,1,1,1,1,1,0
"Uygulamanın kendisi minimum mantığa sahip olacaktır ve bu nedenle telefonun kendisinin gerektirdiği hesaplamada çok az veya hiç sorun olmamalıdır",1,1,1,1,1,1,1,1,0
"Tek tehlike kullanıcının cihazı araç kullanırken gibi kullanmaması gereken zamanlarda kullanmasıdır",1,1,1,1,1,1,1,1,0
"Uygulama kullanıcıların düzgün şekilde giriş yapması ve tanımlanması için INTERNAL sistemiyle bağlantı kurabilmelidir",1,1,1,1,1,1,1,1,0
"Bu bilgiler güvende tutulmalıdır",1,0,1,1,1,1,1,0,0
"Veri girişi gerçek bir bilgisayardaymış gibi olmaktan çok daha zor olmamalıdır",1,0,1,1,1,1,1,0,0
"Bu uygulama bir telefonda olacağı için taşınabilirlik de önemlidir. Kullanıcıların cihaza sığdıramamasına neden olacak kadar fazla yer kaplamasını veya çok yavaş olmasını istemiyoruz",1,1,1,1,1,1,1,1,0
"Kullanıcı tüm gerekli alanları doldurduğunda kullanıcının posta adresine bir etkinleştirme postası gönderilecektir",1,1,1,1,1,1,1,1,0
"Kullanıcı hesabını etkinleştirdikten hemen sonra giriş yapabilecek ve sistemi kullanmaya başlayabilecektir",1,1,1,1,1,1,1,1,0
"Kullanıcı kullanıcı adını veya e-postasını ve şifresini girer ve sisteme giriş yapar",1,1,1,1,1,1,1,1,0
"Kullanıcı çıkış düğmesine dokunur ve sistemden çıkış yapar. Kullanıcı tekrar giriş yapana kadar sistemi kullanmayacaktır",1,1,1,1,1,1,0,1,0
"Kullanıcı öğeleri arayabilir. Kullanıcı öğeleri fiyatlarına konumlarına kategorilerine göre arayabilir",1,1,1,1,1,1,1,1,0
"Kullanıcı diğer kullanıcıların profillerine göz atabilir. Kullanıcı diğer kullanıcıların kullanıcı adlarını profil fotoğraflarını ve kullanıcıların öğelerini görebilir",1,1,1,1,1,1,1,1,0
"Kullanıcı isteklerine göre kategorilere göz atabilir. Kullanıcı ayrıca her kategorinin kaç öğeye sahip olduğunu görebilir",1,1,1,1,1,1,1,1,0
Requirement,Appropriate,Complete,Conforming,Correct,Feasible,Necessary,Singular,Unambiguous,Verifiable
"Sistem, Olayları veya Aktiviteleri görüntüleyecektir.",1,0,0,1,1,1,1,0,0
"Görüntüde iki bölge olacaktır ekranın sol 2/3’ü grafiksel, sağ 1/3’ü veri tablosudur.",1,1,0,1,1,1,1,1,1
"Hem grafikteki düğümlerde hem de tablodaki satırlarda görüntülenen veriler MSEL Özet verileri olacaktır.",1,1,0,1,1,1,1,1,1
"Görüntünün tablo tarafı 2 bölgeye ayrılacaktır sıralı ve zamansal.",1,1,0,1,1,1,1,1,1
"Tablonun üst 1/4’ü sıralı gerçekleşecek olayları içerecektir.",1,1,0,1,1,1,1,1,1
"Tablonun alt 3/4’ü mevcut zamana göre ilişkili olayları içerecektir.",1,1,0,1,1,1,1,1,1
"Sistem, olayları mevcut zamandan sapmalarına göre renk kodlarıyla gösterecektir.",1,1,0,1,1,1,1,1,1
"Sistem, Aktivite veya Olay verilerinde yapılan değişikliklerin geçmiş raporunu sağlayacaktır.",1,1,0,1,1,1,1,1,1
"Sistemin görünümü ve kullanılabilirliği akıllı cihazın kullanıcı arayüzü standartlarına uygun olacaktır.",1,1,1,1,1,1,1,1,1
"Kullanıcı arayüzünde standart menüler ve gezinme butonları bulunacaktır.",1,1,1,1,1,1,1,1,1
"Sistem, MLS’deki yeni mülk ilanlarını güncelleyecek veya oluşturacaktır.",1,1,0,1,1,1,1,1,1
"Emlakçı, mülk kriterlerine dayalı bir CMA raporu oluşturabilecektir.",1,1,0,1,1,1,1,1,1
"Program Yöneticileri ve Hemşirelik Personeli üyeleri ders dizisine klinik dersler veya bölümler ekleyebilecektir.",1,1,0,1,1,1,1,1,1
"Program Yöneticileri ve Hemşirelik Personeli, başlama ayı ve yılı ile tanımlanmış yeni bir grup (cohort) ekleyebilecektir.",1,1,0,1,1,1,1,1,1
"Program Yöneticileri ve Hemşirelik Personeli, hemşirelik bölümüne yeni dersler ekleyebilecektir.",1,1,0,1,1,1,1,1,1
"Bir ders, klinik olmayan veya klinik ders olabilir.",1,0,0,1,1,1,1,1,0
"Klinik olmayan ders; ders adı, derslik ihtiyaçları ve eğitmen ihtiyaçlarını belirtecektir.",1,1,0,1,1,1,1,1,1
"Klinik ders; ders adı, derslik ihtiyaçları, klinik saha ihtiyaçları, ders eğitmeni ihtiyaçları ve klinik laboratuvar eğitmeni ihtiyaçlarını belirtecektir.",1,1,0,1,1,1,1,1,1
"Program Yöneticileri/Hemşirelik Personeli yeni bir Çalışma Programı (Program of Study) oluşturabilecektir.",1,1,0,1,1,1,1,1,1
"Çalışma Programı, bir program adı ve tamamlanması gereken zorunlu derslerden (klinik ve klinik olmayan) oluşacaktır.",1,1,0,1,1,1,1,1,1
"Program Yöneticileri ve Hemşirelik Personeli, Çalışma Programı için hangi derslerin zorunlu olduğunu belirleyebilecektir.",1,1,1,1,1,1,1,1,1
"Sistem Program Yöneticileri/Hemşirelik Personeli’nin planlama amaçları için tüm programların tüm grupları için belirli bir dönemde ihtiyaç duyulan derslerin raporunu gösterebilecektir.",1,1,1,1,1,1,0,1,1
"Gerekli ders raporu; açılacak dersler, gereken bölüm sayısı, gereken laboratuvar sayısı ve ihtiyaç duyulan derslik türlerini içerecektir.",1,1,1,1,1,1,1,1,1
"Belirli bir grup için dersler, gün ve saat bakımından çakışmayacaktır.",1,1,1,1,1,1,1,1,1
"Program Yöneticileri ve Hemşirelik Personeli sisteme yeni bir klinik saha ekleyebilecektir.",1,1,1,1,1,1,1,1,1
"Ürün, Internet Explorer 5.5 ve üzerini desteklemelidir.",1,1,1,1,1,1,1,1,1
"Ürün, Mozilla Firefox 1.0 ve üzerini desteklemelidir.",1,1,1,1,1,1,1,1,1
"Ürün, Choice Parts Sistemi ile arayüz oluşturmalıdır. Bu sistem geri dönüştürülmüş parça verilerini sağlar.",1,1,1,1,1,1,1,1,1
"Ürün, tüm ortamlarda mevcut donanım üzerinde çalışmalıdır.",1,1,1,1,1,1,1,0,0
"Ürün, kurumsal Mimari yönergelere uygun olmalıdır.",1,1,1,1,1,1,1,0,0
"Ürün, kurumsal Kullanıcı Arayüzü Yönergelerine uymalıdır.",1,1,1,1,1,1,1,0,0
"Ürün, kurumsal renk şemasına uymalıdır.",1,1,1,1,1,1,1,1,1
"Ürünün görünümü profesyonel olmalıdır.",0,0,0,0,1,0,1,0,0
"Yazılım ürününün Windows veya Linux platformlarında çalışması beklenmektedir.",1,1,1,1,1,1,1,1,1
"Ürün, Ayarlayıcılar (Adjusters) ve Çarpışma Tahmincileri (Collision Estimators) tarafından kolay kullanılabilir olmalıdır. Ayarlayıcıların ve Çarpışma Tahmincilerinin %95’i ürünü kullanmayı kolay bulmalıdır.",1,1,1,1,1,1,1,1,1
"Ürün, Çarpışma Tahmincilerinin verimliliğini artırmalıdır. Çarpışma Tahmincilerinin %80’i, ürünü kullandıktan sonraki 1 ay içinde verimliliklerinin arttığını kabul etmelidir.",1,1,1,1,1,1,1,1,1
"Kullanıcılar, ürünü kullanırken memnuniyet hissetmelidir. Tüm kullanıcıların %85’i üründen memnun olmalıdır.",1,1,1,1,1,1,1,1,1
"Ürün, Ayarlayıcılar ve Çarpışma Tahmincileri tarafından kolay öğrenilebilir olmalıdır. Ürün, iki günlük yerinde eğitim ile öğrenilebilmelidir.",1,1,1,1,1,1,1,1,1
"Kullanıcı, ürünü kullanırken talimatları kolayca bulabilmelidir. Kullanıcı yardımı sistemin %90’ında bulunabilir olmalıdır.",1,1,1,1,1,1,1,0,0
"Geri dönüştürülmüş parçalar için arama 15 saniyeden uzun sürmemelidir. Arama sonuçları 15 saniye içinde döndürülmelidir.",1,1,1,1,1,1,1,1,1
"Tercih edilen tamir tesisi için arama 8 saniyeden uzun sürmemelidir. Tercih edilen tamir tesisi 8 saniye içinde döndürülmelidir.",1,1,1,1,1,1,1,1,1
"Geri dönüştürülmüş parçalar denetim raporu kullanıcıya 10 saniye içinde döndürülmelidir. Denetim raporu 10 saniye içinde sunulmalıdır.",1,1,1,1,1,1,1,1,1
"Tercih edilen tamir tesisi puanlamaları 5 saniye içinde kaydedilmelidir. Kayıt işlemi 5 saniye içinde gerçekleşmelidir.",1,1,1,1,1,1,1,1,1
"Ürün, kurumsal çevrimiçi kullanılabilirlik planına uymalıdır. Uygulama, planlanan kesintilerin %98’i dahilinde kapatılmalıdır.",1,1,1,1,1,1,1,0,0
"Ürün %98 çalışma süresi sağlamalıdır. Ürün, çevrimiçi sürenin %2’sinden fazla hata vermemelidir.",1,1,1,1,1,1,1,1,1
"Ürün aynı anda 1500 kullanıcıyı destekleyebilmelidir. Sistem 1500 kullanıcıyla birlikte çalışabilmelidir.",1,1,1,1,1,1,1,1,1
"Geri dönüştürülmüş parçaların günlük ortalama kayıt sayısı 50.000 olmalıdır.",1,1,1,1,1,1,1,1,1
"Ürün, ilk lansmandan sonraki 2 yıl içinde 10.000 eşzamanlı kullanıcıyı destekleyebilmelidir.",1,1,1,1,1,1,1,1,1
"Tahminciler için ürün, kirli ve gürültülü koşullarda bir tamir tesisinde çalıştırılabilir olmalıdır.",1,1,1,1,1,1,1,0,0
"Ürün, ChoiceParts sistemiyle günde bir kez yaklaşık saat 01:00’de arayüz oluşturmalıdır.",1,1,1,1,1,1,1,1,1
"Ürünün bakımı, belirlenmiş kurumsal bakım aralıklarında yapılacaktır.",1,1,1,1,1,1,1,0,0
"Ürün, kurumsal destek merkezi aracılığıyla desteklenecektir.",1,1,1,1,1,1,1,1,0
"Ürün kurulumları ve yükseltmeleri, belirlenmiş yayın zaman dilimleri içerisinde ara katman teknolojisi ekibi tarafından gerçekleştirilecektir.",1,1,1,1,1,1,1,0,0
"Yalnızca ayarlayıcılar (adjusters) geri dönüştürülmüş parçalar denetim raporu talep edebilir. Ayarlayıcı rolüne sahip olmayan kullanıcılar geri dönüştürülmüş parça denetimlerini talep edemez.",1,1,1,1,1,1,1,1,1
"Yalnızca süpervizör rolüne sahip ayarlayıcılar tercih edilen tamir tesisi puanlarını güncelleyebilir. Süpervizör rolüne sahip olmayan kullanıcılar bu puanlamalara erişemez.",1,1,1,1,1,1,1,1,1
"Yalnızca çarpışma tahmincileri (collision estimators) geri dönüştürülmüş parçaları arayabilir. Çarpışma tahmincisi rolüne sahip olmayan kullanıcılar bu aramaya erişemez.",1,1,1,1,1,1,1,1,1
"Sisteme yalnızca geçerli veriler girilmelidir. Geçersiz veriler sisteme girilemez.",1,1,1,1,1,1,1,0,0
"Bir sigorta şirketi, başka bir sigorta şirketinin hasar verilerini görüntüleyemez.",1,1,1,1,1,1,1,1,1
"Ürün bilgisayar virüslerinden arınmış olmalıdır.",1,1,1,1,0,1,1,0,0
"Sistem, hizmet reddi (DoS) dahil kötü niyetli saldırıları önlemelidir.",1,1,1,1,0,1,1,0,0
"Ürün Sarbanes-Oxley düzenlemelerine uymalıdır.",1,1,1,1,1,1,1,0,0
"Ürün, geri dönüştürülmüş parça kullanımıyla ilgili tahmin yasalarına uymalıdır.",1,1,1,1,1,1,1,0,0
"Ürün, hasar işlemleriyle ilgili sigorta düzenlemelerine uymalıdır.",1,1,1,1,1,1,1,0,0
"Kullanıcı, tercih edilen tamir tesisini araç, araç konumu ve mil cinsinden yarıçap kullanarak aramalıdır.",1,1,1,1,1,1,1,1,1
"Araç verileri, araç yılı, markası ve modelini içermelidir.",1,1,1,1,1,1,1,1,1
"Araç konumu; sokak adresi, şehir, eyalet ve posta kodunu içermelidir.",1,1,1,1,1,1,1,1,1
"Sistem, posta kodu bilinmiyorsa sokak adresi, şehir ve eyalete göre posta kodunu belirlemelidir.",1,1,1,1,1,1,1,1,1
"Arama yarıçapı 1 ila 30 mil arasında olmalıdır.",1,1,1,1,1,1,1,1,1
"Sistem, girilen kriterlere göre en yüksek puanlı tercih edilen tamir tesisini bulmalıdır.",1,1,1,1,1,1,1,1,1
"Ayarlayıcı (adjuster), tahmin atamasına tercih edilen tamir tesisini girmelidir.",1,1,1,1,1,1,1,1,1
"Ayarlayıcı, tahmin atamasında tercih edilen tamir tesisini geçersiz kılabilmelidir.",1,1,1,1,1,1,1,1,1
"Tercih edilen tamir tesisi kullanıcıya döndürülmelidir.",1,1,1,1,1,1,1,1,1
"Tercih edilen tamir tesisi belirlenemiyorsa sistem, yarıçap içindeki tamir tesislerinin bir listesini döndürmelidir.",1,1,1,1,1,1,1,1,1
"Tahminci (estimator), hasarlı araç parça bilgilerini kullanarak mevcut geri dönüştürülmüş parçaları aramalıdır.",1,1,1,1,1,1,1,1,1
"Tahminci, tercih edilen parça tedarikçileri listesini kullanarak mevcut geri dönüştürülmüş parçaları aramalıdır.",1,1,1,1,1,1,1,1,1
"Sistem, sağlanan araç parçaları ve tedarikçiler için mevcut geri dönüştürülmüş parçaları aramalıdır.",1,1,1,1,1,1,1,1,1
"Tercih edilen parça tedarikçileri için parça bulunamazsa tahminci, posta kodu ve 30 millik yarıçap ile arama yapmalıdır.",1,1,1,1,1,1,1,1,1
"Sistem, aramadan döndürülen mevcut geri dönüştürülmüş parçaları ve tedarikçileri saklamalıdır.",1,1,1,1,1,1,1,1,1
"Mevcut geri dönüştürülmüş parçaların bilgileri ve bunların tedarikçileri kullanıcıya döndürülmelidir.",1,1,1,1,1,1,1,1,1
"Tahminci, seçilen geri dönüştürülmüş parçaları çarpışma tahminine uygulamalıdır.",1,1,1,1,1,1,1,1,1
"Hiçbir mevcut parça döndürülmezse tahminci geri dönüştürülmüş parçaları çarpışma tahminine uygulamamalıdır.",1,1,1,1,1,1,1,1,1
"Ayarlayıcı, çarpışma tahminini gözden geçirmelidir.",1,1,1,1,1,1,1,1,1
"Ayarlayıcı, çarpışma tahmininin geri dönüştürülmüş parça denetimini talep etmelidir.",1,1,1,1,1,1,1,1,1
"Tahminciye sağlanan geri dönüştürülmüş parça arama sonuçları sistem tarafından alınmalıdır.",1,1,1,1,1,1,1,0,1
"Sistem, mevcut geri dönüştürülmüş parçalar ve çarpışma tahmini baz alınarak bir denetim raporu oluşturmalıdır.",1,1,1,1,1,1,1,1,1
"Denetim raporu, tahminde kullanılan geri dönüştürülmüş parça toplamını içermelidir.",1,1,1,1,1,1,1,1,1
"Denetim raporu, orijinal arama sonuçlarından dönen mevcut geri dönüştürülmüş parça sayısını içermelidir.",1,1,1,1,1,1,1,1,1
"Denetim raporu, tahminde kullanılan mevcut geri dönüştürülmüş parçaların yüzdesini içermelidir.",1,1,1,1,1,1,1,0,1
"Denetim raporu, bireysel satır öğelerinin toplamından oluşan denetimin toplam puanını içermelidir.",1,1,1,1,1,1,1,0,0
"Denetim raporu kullanıcıya görüntülenmelidir.",1,1,1,1,1,1,1,1,1
"Denetim raporu daha sonraki zamanlarda diğer ayarlayıcıların erişimine açık olmalıdır.",1,1,1,1,1,1,1,0,0
"Kullanıcı, tercih edilen tamir tesisi puanlarını görüntülemeyi seçmelidir.",1,1,1,1,1,1,1,1,1
"Güncel tamir tesisi puanları kullanıcıya gösterilmelidir.",1,1,1,1,1,1,1,1,1
"Sistemde henüz puan tanımlanmamışsa sistem boş bir puan seti gösterecektir.",1,1,1,1,1,1,1,1,1
"Kullanıcı, denetim raporuna dayanarak yeni puanlar girmelidir.",1,1,1,1,1,1,1,1,1
"Puanlamalar 1-10 ölçeğinde olmalıdır.",1,1,1,1,1,1,1,1,1
"Puanlamalar, geri dönüştürülmüş parçaların denenmiş kullanımı ve fiili kullanımı için kategorileri içermelidir.",1,1,1,1,1,1,1,0,1
"Kullanıcı, tercih edilen tamir tesisi puanlarını kaydetmeyi seçmelidir.",1,1,1,1,1,1,1,1,1
"Tercih edilen tamir tesisi puanları sistem tarafından kaydedilmelidir.",1,1,1,1,1,1,1,1,1
"Ürün, piyasadaki çoğu veritabanı yönetim sistemi (DBMS) ile çalışabilmelidir; DBMS ürünle aynı makinede olabileceği gibi aynı bilgisayar ağındaki farklı bir makinede de yer alabilir.",1,0,1,1,1,1,1,0,0
"Ürün, Java çalışma zamanı kurulabilen herhangi bir işletim sisteminde sunucu yazılımlarıyla birlikte çalışacaktır.",1,1,1,1,1,1,1,0,1
"Ürün, bir veritabanı yönetim sistemi (DBMS) ile birlikte çalışmayı gerektirecektir. DBMS, ürünle aynı makinede ya da aynı bilgisayar ağında ayrı bir makinede bulunabilir.",1,1,1,1,1,1,1,1,1
"Ürün, web/uygulama sunucusu teknolojisini kullanmalıdır. Açık kaynak örnekleri: Apache, Tomcat ve JBoss.",1,1,1,1,1,1,1,1,1
"Oracle, DB2, MySQL veya HSQL gibi bir veritabanı yönetim sistemi ürünle entegre edilmelidir.",1,1,1,1,1,1,1,1,1
"Ürünün görünüm ve hissi (look and feel), müşterinin organizasyonuna ait logo, marka ve kimlik gibi unsurları içerebilecek şekilde yapılandırılabilmelidir.",1,0,1,1,1,1,1,0,0
"Ürünün görünümü muhafazakâr ve profesyonel olmalıdır.",1,0,1,1,1,1,1,0,0
"Ürün, kullanıcıların kullanmak istemesini sağlamalıdır. Anket edilen kullanıcıların %80’i, lansmandan sonraki ilk 2 haftadan sonra ürünü düzenli olarak kullandıklarını bildirmelidir.",1,1,1,1,1,1,1,1,1
"Ürün kolay kullanılmalıdır. Kullanıcıların %90’ı ürünü kullanmaya başladıktan sonraki 5 dakika içinde başarılı biçimde toplantı odası ayırtabilmelidir.",1,1,1,1,1,1,1,1,1
"Ürün, gerekli olduğunda kullanıcılara geri bildirim vermelidir. Anket edilen kullanıcıların %80’i ürünün eylemlerini doğru şekilde onayladığını bildirmelidir.",1,1,1,1,1,1,1,0,1
"Ürün, kullanıcıya hedef pazar ülkelerinden birinin dilini seçme olanağı sunmalıdır.",1,0,1,1,1,1,1,0,0
"Ürün, başlangıç sayfası ve görünüm tercihlerinin özelleştirilmesine izin vermelidir.",1,1,1,1,1,1,1,1,1
"Bir çalışan ürünü birkaç dakika içinde başarılı biçimde kullanabilir olacaktır. Üründe 15 dakikadan daha kısa bir süre içinde gayri resmi gezinme sonrası kullanıcılar toplantı kurma ve toplantı odası ayırtmayı başarıyla gerçekleştirebilmelidir.",1,1,1,1,1,1,0,0,1
"Ürün, çoğu web kullanıcısına tanıdık gelen standart bir gezinme menüsü kullanmalıdır.",1,0,1,1,1,1,1,0,0
"Ürün, mevcut toplantı odalarının sezgisel (intuitive) şekilde aranmasına imkan vermelidir.",1,1,1,1,1,1,1,0,0
"Ürün, Amerika Engelliler Yasası (Americans with Disabilities Act - ADA) ile uyumlu olmalıdır.",1,1,1,1,1,1,1,0,0
"Yanıtlar kullanıcının düşünce akışını kesmeyecek kadar hızlı olmalıdır. Görevlerin %90’ı 5 saniye içinde, %98’i ise 8 saniye içinde tamamlanmalıdır.",1,1,1,1,1,1,1,1,1
"Sunucu arızaları dışında yazılım ürünü %99.99 çalışma süresi (uptime) sağlamalıdır.",1,1,1,1,1,1,1,0,1
"Ürün, karşılaşılan sorunların bir istisna kaydını oluşturacak ve analiz ve çözüm için şirketimize iletecektir.",1,1,1,1,1,1,1,1,1
"Ürün, aynı anda 1.000 isteği işleyebilecek kapasitede olmalıdır. Bu sayı, Sürüm 2’de 2.000’e çıkarılacaktır. Eşzamanlılık kapasitesi, sabah erken ve öğleden sonra geç saatler gibi yoğun zamanları karşılayabilmelidir.",1,1,1,1,1,1,0,0,1
"Ürün, piyasaya sürülmesinden iki yıl içinde saatte 10.000 işlemi gerçekleştirebilecektir. Bu sayı Sürüm 2’de 20.000’e çıkarılacaktır.",1,1,1,1,1,1,0,0,1
"Ürün, her müşteri kurulumunda en az 5 yıl çalışacak şekilde tasarlanmalıdır.",1,1,1,1,1,1,1,1,1
"Ürün, ofis ortamlarında kullanılacaktır.",1,1,1,1,1,1,1,1,1
"Ürün, herhangi bir HTML tarayıcısıyla etkileşim kurabilmelidir. Ürün, kullanıcı ile ürün arasında verileri sorunsuz iletecek ve test edilen tüm HTML tarayıcıların %80’inde HTML’i doğru şekilde gösterecektir (minimum 8 tarayıcı test edilecektir).",1,1,1,1,1,1,0,0,1
"Ürün, çeşitli veri tabanı yönetim sistemleriyle etkileşim kurabilmelidir. Ürün, tüm işlemlerin %100’ünde veri tabanı yönetim sistemiyle başarılı şekilde iletişim kuracaktır.",1,1,1,1,1,1,1,0,1
"Ürün, karşılaşılan sorunları içeren bir istisna kaydı oluşturacak ve analiz ve çözüm için şirketimize iletilecektir.",1,1,1,1,1,1,1,1,1
"Ürün, aynı anda 1.000 isteği işleyebilecektir. Bu sayı, Sürüm 2’de 2.000’e yükselecektir. Ürün, yoğun zamanlarda (sabah erken ve öğleden sonra geç saatler) bu kapasiteyi karşılayabilmelidir.",1,1,1,1,1,1,1,0,1
"Ürün, piyasaya sürülmesinden iki yıl içinde saatte 10.000 işlemi gerçekleştirebilecektir. Bu sayı, Sürüm 2’de 20.000’e yükselecektir.",1,1,1,1,1,1,1,0,1
"Ürün, yalnızca şirket çalışanlarının veya şirket tarafından onaylanmış kullanıcı kimliklerine sahip dış kullanıcıların ürün erişimine sahip olmasını sağlayacaktır. Tüm girişlerin %100'ü yalnızca şirket çalışanları veya onaylı kullanıcı kimlikleri ile gerçekleşecektir.",1,1,1,1,1,1,1,1,1
"Sadece yöneticiler kullanıcıya göre rezervasyon sorgusu yapabilir. Tüm rezervasyon sorgularının %100'ü yalnızca yönetici girişlerinden yapılacaktır.",1,1,1,1,1,1,1,1,1
"Ürün, veritabanındaki verilerin kullanıcı tarafından girilen bilgilerle eşleşmesini sağlayacaktır. Sistem üzerindeki her konferans odası rezervasyonu, kullanıcı tarafından girilen aynı bilgileri içerecektir.",1,1,1,1,1,1,1,1,1
